gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000187735	TCEA1	transcription elongation factor A1	8q11.23	protein_coding	4	969	0.41	85	16508	0.51	1094	503	45.98	62	5.67	4	Cancer Gene Census
ENSG00000198625	MDM4	MDM4 regulator of p53	1q32.1	protein_coding	4	969	0.41	119	16508	0.72	1094	787	71.94	9	0.82	4	Cancer Gene Census
ENSG00000257103	LSM14A	LSM14A mRNA processing body assembly factor	19q13.11	protein_coding	4	969	0.41	118	16508	0.71	1094	244	22.30	93	8.50	4	Cancer Gene Census
ENSG00000007237	GAS7	growth arrest specific 7	17p13.1	protein_coding	3	969	0.31	163	16508	0.99	1094	48	4.39	553	50.55	3	Cancer Gene Census
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	11q22.2	protein_coding	3	969	0.31	151	16508	0.91	1094	110	10.05	426	38.94	3	Cancer Gene Census
ENSG00000029363	BCLAF1	BCL2 associated transcription factor 1	6q23.3	protein_coding	3	969	0.31	242	16508	1.47	1094	165	15.08	261	23.86	3	Cancer Gene Census
ENSG00000069399	BCL3	BCL3 transcription coactivator	19q13.32	protein_coding	3	969	0.31	95	16508	0.58	1094	214	19.56	125	11.43	3	Cancer Gene Census
ENSG00000072274	TFRC	transferrin receptor	3q29	protein_coding	3	969	0.31	143	16508	0.87	1094	287	26.23	66	6.03	3	Cancer Gene Census
ENSG00000073578	SDHA	succinate dehydrogenase complex flavoprotein subunit A	5p15.33	protein_coding	3	969	0.31	191	16508	1.16	1094	75	6.86	10	0.91	3	Cancer Gene Census
ENSG00000091483	FH	fumarate hydratase	1q43	protein_coding	3	969	0.31	130	16508	0.79	1094	758	69.29	29	2.65	4	Cancer Gene Census
ENSG00000092820	EZR	ezrin	6q25.3	protein_coding	3	969	0.31	127	16508	0.77	1094	131	11.97	310	28.34	3	Cancer Gene Census
ENSG00000102145	GATA1	GATA binding protein 1	Xp11.23	protein_coding	3	969	0.31	125	16508	0.76	1094	0	0.00	0	0.00	3	Cancer Gene Census
ENSG00000104884	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	19q13.32	protein_coding	3	969	0.31	196	16508	1.19	1094	215	19.65	127	11.61	3	Cancer Gene Census
ENSG00000106483	SFRP4	secreted frizzled related protein 4	7p14.1	protein_coding	3	969	0.31	152	16508	0.92	1094	302	27.61	69	6.31	3	Cancer Gene Census
ENSG00000109132	PHOX2B	paired like homeobox 2B	4p13	protein_coding	3	969	0.31	137	16508	0.83	1094	91	8.32	255	23.31	3	Cancer Gene Census
ENSG00000109220	CHIC2	cysteine rich hydrophobic domain 2	4q12	protein_coding	3	969	0.31	40	16508	0.24	1094	138	12.61	191	17.46	3	Cancer Gene Census
ENSG00000110844	PRPF40B	pre-mRNA processing factor 40 homolog B	12q13.12	protein_coding	3	969	0.31	201	16508	1.22	1094	164	14.99	110	10.05	5	Cancer Gene Census
ENSG00000112039	FANCE	FA complementation group E	6p21.31	protein_coding	3	969	0.31	102	16508	0.62	1094	224	20.48	125	11.43	3	Cancer Gene Census
ENSG00000118971	CCND2	cyclin D2	12p13.32	protein_coding	3	969	0.31	101	16508	0.61	1094	222	20.29	122	11.15	3	Cancer Gene Census
ENSG00000119335	SET	SET nuclear proto-oncogene	9q34.11	protein_coding	3	969	0.31	78	16508	0.47	1094	139	12.71	200	18.28	3	Cancer Gene Census
ENSG00000123983	ACSL3	acyl-CoA synthetase long chain family member 3	2q36.1	protein_coding	3	969	0.31	123	16508	0.75	1094	97	8.87	191	17.46	3	Cancer Gene Census
ENSG00000124795	DEK	DEK proto-oncogene	6p22.3	protein_coding	3	969	0.31	102	16508	0.62	1094	260	23.77	111	10.15	3	Cancer Gene Census
ENSG00000125952	MAX	MYC associated factor X	14q23.3	protein_coding	3	969	0.31	142	16508	0.86	1094	130	11.88	249	22.76	3	Cancer Gene Census
ENSG00000126752	SSX1	SSX family member 1	Xp11.23	protein_coding	3	969	0.31	67	16508	0.41	1094	0	0.00	0	0.00	5	Cancer Gene Census
ENSG00000126778	SIX1	SIX homeobox 1	14q23.1	protein_coding	3	969	0.31	104	16508	0.63	1094	142	12.98	223	20.38	3	Cancer Gene Census
ENSG00000126934	MAP2K2	mitogen-activated protein kinase kinase 2	19p13.3	protein_coding	3	969	0.31	116	16508	0.70	1094	148	13.53	208	19.01	3	Cancer Gene Census
ENSG00000130844	ZNF331	zinc finger protein 331	19q13.42	protein_coding	3	969	0.31	208	16508	1.26	1094	249	22.76	95	8.68	3	Cancer Gene Census
ENSG00000132781	MUTYH	mutY DNA glycosylase	1p34.1	protein_coding	3	969	0.31	129	16508	0.78	1094	145	13.25	248	22.67	3	Cancer Gene Census
ENSG00000134323	MYCN	MYCN proto-oncogene, bHLH transcription factor	2p24.3	protein_coding	3	969	0.31	180	16508	1.09	1094	153	13.99	141	12.89	3	Cancer Gene Census
ENSG00000136014	USP44	ubiquitin specific peptidase 44	12q22	protein_coding	3	969	0.31	153	16508	0.93	1094	173	15.81	127	11.61	3	Cancer Gene Census
ENSG00000136504	KAT7	lysine acetyltransferase 7	17q21.33	protein_coding	3	969	0.31	149	16508	0.90	1094	322	29.43	169	15.45	4	Cancer Gene Census
ENSG00000136826	KLF4	Kruppel like factor 4	9q31.2	protein_coding	3	969	0.31	119	16508	0.72	1094	132	12.07	222	20.29	2	Cancer Gene Census
ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	2q35	protein_coding	3	969	0.31	158	16508	0.96	1094	104	9.51	171	15.63	3	Cancer Gene Census
ENSG00000142273	CBLC	Cbl proto-oncogene C	19q13.32	protein_coding	3	969	0.31	101	16508	0.61	1094	213	19.47	126	11.52	3	Cancer Gene Census
ENSG00000147862	NFIB	nuclear factor I B	9p23, 9p22.3	protein_coding	3	969	0.31	164	16508	0.99	1094	168	15.36	263	24.04	3	Cancer Gene Census
ENSG00000153944	MSI2	musashi RNA binding protein 2	17q22	protein_coding	3	969	0.31	119	16508	0.72	1094	358	32.72	138	12.61	3	Cancer Gene Census
ENSG00000156076	WIF1	WNT inhibitory factor 1	12q14.3	protein_coding	3	969	0.31	127	16508	0.77	1094	204	18.65	80	7.31	4	Cancer Gene Census
ENSG00000156970	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	15q15.1	protein_coding	3	969	0.31	169	16508	1.02	1094	54	4.94	296	27.06	3	Cancer Gene Census
ENSG00000160271	RALGDS	ral guanine nucleotide dissociation stimulator	9q34.13, 9q34.2	protein_coding	3	969	0.31	184	16508	1.11	1094	135	12.34	206	18.83	3	Cancer Gene Census
ENSG00000160789	LMNA	lamin A/C	1q22	protein_coding	3	969	0.31	156	16508	0.94	1094	745	68.10	13	1.19	3	Cancer Gene Census
ENSG00000163041	H3-3A	H3.3 histone A	1q42.12	protein_coding	3	969	0.31	49	16508	0.30	1094	761	69.56	25	2.29	3	Cancer Gene Census
ENSG00000164305	CASP3	caspase 3	4q35.1	protein_coding	3	969	0.31	69	16508	0.42	1094	99	9.05	277	25.32	3	Cancer Gene Census
ENSG00000166710	B2M	beta-2-microglobulin	15q21.1	protein_coding	3	969	0.31	179	16508	1.08	1094	65	5.94	278	25.41	3	Cancer Gene Census
ENSG00000169696	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	17q25.3	protein_coding	3	969	0.31	139	16508	0.84	1094	347	31.72	139	12.71	3	Cancer Gene Census
ENSG00000170234	PWWP2A	PWWP domain containing 2A	5q33.3	protein_coding	3	969	0.31	114	16508	0.69	1094	189	17.28	166	15.17	3	Cancer Gene Census
ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	10q26.3	protein_coding	3	969	0.31	77	16508	0.47	1094	116	10.60	241	22.03	3	Cancer Gene Census
ENSG00000171843	MLLT3	MLLT3 super elongation complex subunit	9p21.3	protein_coding	3	969	0.31	132	16508	0.80	1094	156	14.26	255	23.31	3	Cancer Gene Census
ENSG00000173674	EIF1AX	eukaryotic translation initiation factor 1A X-linked	Xp22.12	protein_coding	3	969	0.31	81	16508	0.49	1094	0	0.00	0	0.00	3	Cancer Gene Census
ENSG00000179750	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	22q13.1	protein_coding	3	969	0.31	101	16508	0.61	1094	107	9.78	415	37.93	3	Cancer Gene Census
ENSG00000182185	RAD51B	RAD51 paralog B	14q24.1	protein_coding	3	969	0.31	78	16508	0.47	1094	116	10.60	268	24.50	3	Cancer Gene Census
ENSG00000183161	FANCF	FA complementation group F	11p14.3	protein_coding	3	969	0.31	85	16508	0.51	1094	174	15.90	162	14.81	3	Cancer Gene Census
ENSG00000183508	TENT5C	terminal nucleotidyltransferase 5C	1p12	protein_coding	3	969	0.31	219	16508	1.33	1094	182	16.64	201	18.37	3	Cancer Gene Census
ENSG00000184640	SEPTIN9	septin 9	17q25.3	protein_coding	3	969	0.31	185	16508	1.12	1094	362	33.09	130	11.88	3	Cancer Gene Census
ENSG00000185499	MUC1	mucin 1, cell surface associated	1q22	protein_coding	3	969	0.31	83	16508	0.50	1094	754	68.92	11	1.01	3	Cancer Gene Census
ENSG00000185630	PBX1	PBX homeobox 1	1q23.3	protein_coding	3	969	0.31	184	16508	1.11	1094	750	68.56	16	1.46	3	Cancer Gene Census
ENSG00000187098	MITF	melanocyte inducing transcription factor	3p13	protein_coding	3	969	0.31	178	16508	1.08	1094	96	8.78	257	23.49	3	Cancer Gene Census
ENSG00000187164	SHTN1	shootin 1	10q25.3	protein_coding	3	969	0.31	151	16508	0.91	1094	102	9.32	236	21.57	3	Cancer Gene Census
ENSG00000197122	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	20q11.23	protein_coding	3	969	0.31	111	16508	0.67	1094	399	36.47	44	4.02	3	Cancer Gene Census
ENSG00000204103	MAFB	MAF bZIP transcription factor B	20q12	protein_coding	3	969	0.31	83	16508	0.50	1094	389	35.56	54	4.94	3	Cancer Gene Census
ENSG00000204531	POU5F1	POU class 5 homeobox 1	6p21.33	protein_coding	3	969	0.31	80	16508	0.48	1094	237	21.66	123	11.24	3	Cancer Gene Census
ENSG00000026103	FAS	Fas cell surface death receptor	10q23.31	protein_coding	2	969	0.21	142	16508	0.86	1094	41	3.75	157	14.35	2	Cancer Gene Census
ENSG00000065057	NTHL1	nth like DNA glycosylase 1	16p13.3	protein_coding	2	969	0.21	71	16508	0.43	1094	502	45.89	53	4.84	2	Cancer Gene Census
ENSG00000068078	FGFR3	fibroblast growth factor receptor 3	4p16.3	protein_coding	2	969	0.21	271	16508	1.64	1094	96	8.78	273	24.95	2	Cancer Gene Census
ENSG00000070756	PABPC1	poly(A) binding protein cytoplasmic 1	8q22.3	protein_coding	2	969	0.21	128	16508	0.78	1094	626	57.22	28	2.56	2	Cancer Gene Census
ENSG00000078399	HOXA9	homeobox A9	7p15.2	protein_coding	2	969	0.21	79	16508	0.48	1094	313	28.61	66	6.03	2	Cancer Gene Census
ENSG00000079999	KEAP1	kelch like ECH associated protein 1	19p13.2	protein_coding	2	969	0.21	376	16508	2.28	1094	186	17.00	143	13.07	2	Cancer Gene Census
ENSG00000100105	PATZ1	POZ/BTB and AT hook containing zinc finger 1	22q12.2	protein_coding	2	969	0.21	160	16508	0.97	1094	116	10.60	399	36.47	2	Cancer Gene Census
ENSG00000100311	PDGFB	platelet derived growth factor subunit B	22q13.1	protein_coding	2	969	0.21	85	16508	0.51	1094	106	9.69	417	38.12	2	Cancer Gene Census
ENSG00000101213	PTK6	protein tyrosine kinase 6	20q13.33	protein_coding	2	969	0.21	93	16508	0.56	1094	459	41.96	42	3.84	2	Cancer Gene Census
ENSG00000105173	CCNE1	cyclin E1	19q12	protein_coding	2	969	0.21	113	16508	0.68	1094	260	23.77	92	8.41	2	Cancer Gene Census
ENSG00000105369	CD79A	CD79a molecule	19q13.2	protein_coding	2	969	0.21	70	16508	0.42	1094	216	19.74	118	10.79	2	Cancer Gene Census
ENSG00000106031	HOXA13	homeobox A13	7p15.2	protein_coding	2	969	0.21	87	16508	0.53	1094	313	28.61	66	6.03	2	Cancer Gene Census
ENSG00000107882	SUFU	SUFU negative regulator of hedgehog signaling	10q24.32	protein_coding	2	969	0.21	127	16508	0.77	1094	92	8.41	231	21.12	2	Cancer Gene Census
ENSG00000108091	CCDC6	coiled-coil domain containing 6	10q21.2	protein_coding	2	969	0.21	134	16508	0.81	1094	152	13.89	164	14.99	2	Cancer Gene Census
ENSG00000111252	SH2B3	SH2B adaptor protein 3	12q24.12	protein_coding	2	969	0.21	110	16508	0.67	1094	156	14.26	152	13.89	2	Cancer Gene Census
ENSG00000112531	QKI	QKI, KH domain containing RNA binding	6q26	protein_coding	2	969	0.21	193	16508	1.17	1094	127	11.61	317	28.98	2	Cancer Gene Census
ENSG00000118046	STK11	serine/threonine kinase 11	19p13.3	protein_coding	2	969	0.21	237	16508	1.44	1094	120	10.97	255	23.31	2	Cancer Gene Census
ENSG00000120217	CD274	CD274 molecule	9p24.1	protein_coding	2	969	0.21	60	16508	0.36	1094	169	15.45	263	24.04	2	Cancer Gene Census
ENSG00000120457	KCNJ5	potassium inwardly rectifying channel subfamily J member 5	11q24.3	protein_coding	2	969	0.21	160	16508	0.97	1094	91	8.32	454	41.50	2	Cancer Gene Census
ENSG00000123268	ATF1	activating transcription factor 1	12q13.12	protein_coding	2	969	0.21	59	16508	0.36	1094	169	15.45	108	9.87	2	Cancer Gene Census
ENSG00000123364	HOXC13	homeobox C13	12q13.13	protein_coding	2	969	0.21	105	16508	0.64	1094	161	14.72	113	10.33	2	Cancer Gene Census
ENSG00000124145	SDC4	syndecan 4	20q13.12	protein_coding	2	969	0.21	66	16508	0.40	1094	405	37.02	46	4.20	2	Cancer Gene Census
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	6p21.2	protein_coding	2	969	0.21	110	16508	0.67	1094	224	20.48	124	11.33	2	Cancer Gene Census
ENSG00000126524	SBDS	SBDS ribosome maturation factor	7q11.21	protein_coding	2	969	0.21	69	16508	0.42	1094	290	26.51	74	6.76	2	Cancer Gene Census
ENSG00000127083	OMD	osteomodulin	9q22.31	protein_coding	2	969	0.21	89	16508	0.54	1094	131	11.97	213	19.47	2	Cancer Gene Census
ENSG00000128714	HOXD13	homeobox D13	2q31.1	protein_coding	2	969	0.21	97	16508	0.59	1094	114	10.42	155	14.17	2	Cancer Gene Census
ENSG00000128944	KNSTRN	kinetochore localized astrin (SPAG5) binding protein	15q15.1	protein_coding	2	969	0.21	121	16508	0.73	1094	54	4.94	296	27.06	2	Cancer Gene Census
ENSG00000130382	MLLT1	MLLT1 super elongation complex subunit	19p13.3	protein_coding	2	969	0.21	126	16508	0.76	1094	170	15.54	179	16.36	2	Cancer Gene Census
ENSG00000130675	MNX1	motor neuron and pancreas homeobox 1	7q36.3	protein_coding	2	969	0.21	78	16508	0.47	1094	257	23.49	136	12.43	2	Cancer Gene Census
ENSG00000132002	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	19p13.12	protein_coding	2	969	0.21	68	16508	0.41	1094	206	18.83	138	12.61	2	Cancer Gene Census
ENSG00000134574	DDB2	damage specific DNA binding protein 2	11p11.2	protein_coding	2	969	0.21	81	16508	0.49	1094	173	15.81	150	13.71	3	Cancer Gene Census
ENSG00000136997	MYC	MYC proto-oncogene, bHLH transcription factor	8q24.21	protein_coding	2	969	0.21	177	16508	1.07	1094	644	58.87	25	2.29	2	Cancer Gene Census
ENSG00000146232	NFKBIE	NFKB inhibitor epsilon	6p21.1	protein_coding	2	969	0.21	79	16508	0.48	1094	221	20.20	125	11.43	2	Cancer Gene Census
ENSG00000149948	HMGA2	high mobility group AT-hook 2	12q14.3	protein_coding	2	969	0.21	81	16508	0.49	1094	210	19.20	78	7.13	2	Cancer Gene Census
ENSG00000154803	FLCN	folliculin	17p11.2	protein_coding	2	969	0.21	166	16508	1.01	1094	76	6.95	498	45.52	2	Cancer Gene Census
ENSG00000156052	GNAQ	G protein subunit alpha q	9q21.2	protein_coding	2	969	0.21	144	16508	0.87	1094	130	11.88	209	19.10	2	Cancer Gene Census
ENSG00000156531	PHF6	PHD finger protein 6	Xq26.2	protein_coding	2	969	0.21	152	16508	0.92	1094	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000157613	CREB3L1	cAMP responsive element binding protein 3 like 1	11p11.2	protein_coding	2	969	0.21	102	16508	0.62	1094	175	16.00	145	13.25	2	Cancer Gene Census
ENSG00000157873	TNFRSF14	TNF receptor superfamily member 14	1p36.32	protein_coding	2	969	0.21	69	16508	0.42	1094	21	1.92	73	6.67	2	Cancer Gene Census
ENSG00000163497	FEV	FEV transcription factor, ETS family member	2q35	protein_coding	2	969	0.21	29	16508	0.18	1094	102	9.32	176	16.09	2	Cancer Gene Census
ENSG00000165556	CDX2	caudal type homeobox 2	13q12.2	protein_coding	2	969	0.21	100	16508	0.61	1094	117	10.69	317	28.98	2	Cancer Gene Census
ENSG00000167460	TPM4	tropomyosin 4	19p13.12, 19p13.11	protein_coding	2	969	0.21	85	16508	0.51	1094	205	18.74	130	11.88	2	Cancer Gene Census
ENSG00000167985	SDHAF2	succinate dehydrogenase complex assembly factor 2	11q12.2	protein_coding	2	969	0.21	56	16508	0.34	1094	200	18.28	170	15.54	2	Cancer Gene Census
ENSG00000168421	RHOH	ras homolog family member H	4p14	protein_coding	2	969	0.21	83	16508	0.50	1094	88	8.04	264	24.13	2	Cancer Gene Census
ENSG00000168496	FEN1	flap structure-specific endonuclease 1	11q12.2	protein_coding	2	969	0.21	71	16508	0.43	1094	186	17.00	168	15.36	3	Cancer Gene Census
ENSG00000175197	DDIT3	DNA damage inducible transcript 3	12q13.3	protein_coding	2	969	0.21	38	16508	0.23	1094	173	15.81	99	9.05	2	Cancer Gene Census
ENSG00000178562	CD28	CD28 molecule	2q33.2	protein_coding	2	969	0.21	73	16508	0.44	1094	113	10.33	156	14.26	2	Cancer Gene Census
ENSG00000183813	CCR4	C-C motif chemokine receptor 4	3p22.3	protein_coding	2	969	0.21	93	16508	0.56	1094	128	11.70	175	16.00	2	Cancer Gene Census
ENSG00000187239	FNBP1	formin binding protein 1	9q34.11	protein_coding	2	969	0.21	141	16508	0.85	1094	136	12.43	203	18.56	2	Cancer Gene Census
ENSG00000189283	FHIT	fragile histidine triad diadenosine triphosphatase	3p14.2	protein_coding	2	969	0.21	52	16508	0.31	1094	83	7.59	267	24.41	2	Cancer Gene Census
ENSG00000213281	NRAS	NRAS proto-oncogene, GTPase	1p13.2	protein_coding	2	969	0.21	840	16508	5.09	1094	157	14.35	229	20.93	2	Cancer Gene Census
ENSG00000266412	NCOA4	nuclear receptor coactivator 4	10q11.22	protein_coding	2	969	0.21	117	16508	0.71	1094	146	13.35	175	16.00	2	Cancer Gene Census
ENSG00000275023	MLLT6	MLLT6, PHD finger containing	17q12	protein_coding	2	969	0.21	212	16508	1.28	1094	250	22.85	254	23.22	2	Cancer Gene Census
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1	3q25.1	protein_coding	1	969	0.10	95	16508	0.58	1094	257	23.49	58	5.30	1	Cancer Gene Census
ENSG00000048462	TNFRSF17	TNF receptor superfamily member 17	16p13.13	protein_coding	1	969	0.10	53	16508	0.32	1094	497	45.43	54	4.94	1	Cancer Gene Census
ENSG00000051108	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	16q13	protein_coding	1	969	0.10	77	16508	0.47	1094	104	9.51	579	52.93	1	Cancer Gene Census
ENSG00000067082	KLF6	Kruppel like factor 6	10p15.2	protein_coding	1	969	0.10	177	16508	1.07	1094	275	25.14	105	9.60	1	Cancer Gene Census
ENSG00000076685	NT5C2	5'-nucleotidase, cytosolic II	10q24.32, 10q24.33	protein_coding	1	969	0.10	110	16508	0.67	1094	91	8.32	235	21.48	1	Cancer Gene Census
ENSG00000090659	CD209	CD209 molecule	19p13.2	protein_coding	1	969	0.10	132	16508	0.80	1094	174	15.90	181	16.54	1	Cancer Gene Census
ENSG00000099956	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	22q11.23	protein_coding	1	969	0.10	149	16508	0.90	1094	122	11.15	383	35.01	1	Cancer Gene Census
ENSG00000100030	MAPK1	mitogen-activated protein kinase 1	22q11.22	protein_coding	1	969	0.10	94	16508	0.57	1094	117	10.69	381	34.83	1	Cancer Gene Census
ENSG00000103522	IL21R	interleukin 21 receptor	16p12.1	protein_coding	1	969	0.10	241	16508	1.46	1094	388	35.47	149	13.62	1	Cancer Gene Census
ENSG00000104903	LYL1	LYL1 basic helix-loop-helix family member	19p13.13	protein_coding	1	969	0.10	36	16508	0.22	1094	194	17.73	140	12.80	1	Cancer Gene Census
ENSG00000105662	CRTC1	CREB regulated transcription coactivator 1	19p13.11	protein_coding	1	969	0.10	158	16508	0.96	1094	216	19.74	119	10.88	1	Cancer Gene Census
ENSG00000108953	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	17p13.3	protein_coding	1	969	0.10	62	16508	0.38	1094	79	7.22	533	48.72	1	Cancer Gene Census
ENSG00000109471	IL2	interleukin 2	4q27	protein_coding	1	969	0.10	45	16508	0.27	1094	53	4.84	315	28.79	1	Cancer Gene Census
ENSG00000110092	CCND1	cyclin D1	11q13.3	protein_coding	1	969	0.10	143	16508	0.87	1094	377	34.46	83	7.59	1	Cancer Gene Census
ENSG00000110987	BCL7A	BAF chromatin remodeling complex subunit BCL7A	12q24.31	protein_coding	1	969	0.10	276	16508	1.67	1094	162	14.81	162	14.81	1	Cancer Gene Census
ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family member	12q24.12	protein_coding	1	969	0.10	128	16508	0.78	1094	155	14.17	153	13.99	1	Cancer Gene Census
ENSG00000111679	PTPN6	protein tyrosine phosphatase non-receptor type 6	12p13.31	protein_coding	1	969	0.10	153	16508	0.93	1094	230	21.02	124	11.33	1	Cancer Gene Census
ENSG00000112237	CCNC	cyclin C	6q16.2	protein_coding	1	969	0.10	70	16508	0.42	1094	157	14.35	312	28.52	1	Cancer Gene Census
ENSG00000112561	TFEB	transcription factor EB	6p21.1	protein_coding	1	969	0.10	113	16508	0.68	1094	224	20.48	126	11.52	1	Cancer Gene Census
ENSG00000115170	ACVR1	activin A receptor type 1	2q24.1	protein_coding	1	969	0.10	125	16508	0.76	1094	104	9.51	161	14.72	1	Cancer Gene Census
ENSG00000116990	MYCL	MYCL proto-oncogene, bHLH transcription factor	1p34.2	protein_coding	1	969	0.10	78	16508	0.47	1094	158	14.44	241	22.03	1	Cancer Gene Census
ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B	1p36.13	protein_coding	1	969	0.10	43	16508	0.26	1094	65	5.94	372	34.00	1	Cancer Gene Census
ENSG00000117400	MPL	MPL proto-oncogene, thrombopoietin receptor	1p34.2	protein_coding	1	969	0.10	148	16508	0.90	1094	155	14.17	239	21.85	1	Cancer Gene Census
ENSG00000118260	CREB1	cAMP responsive element binding protein 1	2q33.3	protein_coding	1	969	0.10	63	16508	0.38	1094	115	10.51	165	15.08	1	Cancer Gene Census
ENSG00000119414	PPP6C	protein phosphatase 6 catalytic subunit	9q33.3	protein_coding	1	969	0.10	122	16508	0.74	1094	155	14.17	191	17.46	1	Cancer Gene Census
ENSG00000123388	HOXC11	homeobox C11	12q13.13	protein_coding	1	969	0.10	93	16508	0.56	1094	161	14.72	113	10.33	1	Cancer Gene Census
ENSG00000126453	BCL2L12	BCL2 like 12	19q13.33	protein_coding	1	969	0.10	100	16508	0.61	1094	233	21.30	108	9.87	1	Cancer Gene Census
ENSG00000128513	POT1	protection of telomeres 1	7q31.33	protein_coding	1	969	0.10	208	16508	1.26	1094	257	23.49	131	11.97	1	Cancer Gene Census
ENSG00000129993	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3	16q24.3	protein_coding	1	969	0.10	169	16508	1.02	1094	99	9.05	619	56.58	1	Cancer Gene Census
ENSG00000135363	LMO2	LIM domain only 2	11p13	protein_coding	1	969	0.10	80	16508	0.48	1094	192	17.55	137	12.52	1	Cancer Gene Census
ENSG00000135446	CDK4	cyclin dependent kinase 4	12q14.1	protein_coding	1	969	0.10	71	16508	0.43	1094	188	17.18	93	8.50	1	Cancer Gene Census
ENSG00000135956	TMEM127	transmembrane protein 127	2q11.2	protein_coding	1	969	0.10	53	16508	0.32	1094	143	13.07	122	11.15	1	Cancer Gene Census
ENSG00000136238	RAC1	Rac family small GTPase 1	7p22.1	protein_coding	1	969	0.10	105	16508	0.64	1094	307	28.06	88	8.04	1	Cancer Gene Census
ENSG00000137193	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	6p21.2	protein_coding	1	969	0.10	106	16508	0.64	1094	224	20.48	121	11.06	1	Cancer Gene Census
ENSG00000137265	IRF4	interferon regulatory factor 4	6p25.3	protein_coding	1	969	0.10	208	16508	1.26	1094	45	4.11	39	3.56	1	Cancer Gene Census
ENSG00000137309	HMGA1	high mobility group AT-hook 1	6p21.31	protein_coding	1	969	0.10	24	16508	0.15	1094	229	20.93	118	10.79	1	Cancer Gene Census
ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	19p13.3	protein_coding	1	969	0.10	106	16508	0.64	1094	150	13.71	202	18.46	1	Cancer Gene Census
ENSG00000143556	S100A7	S100 calcium binding protein A7	1q21.3	protein_coding	1	969	0.10	55	16508	0.33	1094	740	67.64	14	1.28	1	Cancer Gene Census
ENSG00000150907	FOXO1	forkhead box O1	13q14.11	protein_coding	1	969	0.10	164	16508	0.99	1094	87	7.95	400	36.56	2	Cancer Gene Census
ENSG00000153814	JAZF1	JAZF zinc finger 1	7p15.2, 7p15.1	protein_coding	1	969	0.10	78	16508	0.47	1094	310	28.34	71	6.49	1	Cancer Gene Census
ENSG00000158711	ELK4	ETS transcription factor ELK4	1q32.1	protein_coding	1	969	0.10	93	16508	0.56	1094	782	71.48	11	1.01	1	Cancer Gene Census
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	1p33	protein_coding	1	969	0.10	109	16508	0.66	1094	139	12.71	252	23.03	1	Cancer Gene Census
ENSG00000163026	WDCP	WD repeat and coiled coil containing	2p23.3	protein_coding	1	969	0.10	129	16508	0.78	1094	155	14.17	140	12.80	1	Cancer Gene Census
ENSG00000163435	ELF3	E74 like ETS transcription factor 3	1q32.1	protein_coding	1	969	0.10	176	16508	1.07	1094	770	70.38	15	1.37	1	Cancer Gene Census
ENSG00000164919	COX6C	cytochrome c oxidase subunit 6C	8q22.2	protein_coding	1	969	0.10	23	16508	0.14	1094	623	56.95	24	2.19	1	Cancer Gene Census
ENSG00000168092	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	11q23.3	protein_coding	1	969	0.10	46	16508	0.28	1094	83	7.59	492	44.97	1	Cancer Gene Census
ENSG00000169249	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	Xp22.2	protein_coding	1	969	0.10	91	16508	0.55	1094	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000169564	PCBP1	poly(rC) binding protein 1	2p13.3	protein_coding	1	969	0.10	120	16508	0.73	1094	166	15.17	108	9.87	1	Cancer Gene Census
